Age,Male,Female,NHWM,NHBM,NHWF,NHBF,HM,HF,Male_SE,Female_SE,NHWM_SE,NHBM_SE,NHWF_SE,NHBF_SE,HM_SE,HF_SE
75,0.00207040,0.00181100,0.00197000,0.00341700,0.00176200,0.00258800,0.00192900,0.00154000,0.00001090,0.00000910,0.00001190,0.00004990,0.00001020,0.00003510,0.00003860,0.00002950
76,0.00207040,0.00181100,0.00197000,0.00341700,0.00176200,0.00258800,0.00192900,0.00154000,0.00001090,0.00000910,0.00001190,0.00004990,0.00001020,0.00003510,0.00003860,0.00002950
77,0.00207040,0.00181100,0.00197000,0.00341700,0.00176200,0.00258800,0.00192900,0.00154000,0.00001090,0.00000910,0.00001190,0.00004990,0.00001020,0.00003510,0.00003860,0.00002950
78,0.00207040,0.00181100,0.00197000,0.00341700,0.00176200,0.00258800,0.00192900,0.00154000,0.00001090,0.00000910,0.00001190,0.00004990,0.00001020,0.00003510,0.00003860,0.00002950
79,0.00207040,0.00181100,0.00197000,0.00341700,0.00176200,0.00258800,0.00192900,0.00154000,0.00001090,0.00000910,0.00001190,0.00004990,0.00001020,0.00003510,0.00003860,0.00002950
80,0.00378170,0.00366100,0.00373200,0.00510000,0.00365400,0.00448400,0.00343000,0.00313100,0.00001780,0.00001470,0.00001950,0.00007860,0.00001650,0.00005500,0.00006400,0.00004990
81,0.00378170,0.00366100,0.00373200,0.00510000,0.00365400,0.00448400,0.00343000,0.00313100,0.00001780,0.00001470,0.00001950,0.00007860,0.00001650,0.00005500,0.00006400,0.00004990
82,0.00378170,0.00366100,0.00373200,0.00510000,0.00365400,0.00448400,0.00343000,0.00313100,0.00001780,0.00001470,0.00001950,0.00007860,0.00001650,0.00005500,0.00006400,0.00004990
83,0.00378170,0.00366100,0.00373200,0.00510000,0.00365400,0.00448400,0.00343000,0.00313100,0.00001780,0.00001470,0.00001950,0.00007860,0.00001650,0.00005500,0.00006400,0.00004990
84,0.00378170,0.00366100,0.00373200,0.00510000,0.00365400,0.00448400,0.00343000,0.00313100,0.00001780,0.00001470,0.00001950,0.00007860,0.00001650,0.00005500,0.00006400,0.00004990
85,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
86,0.00832220,0.00992000,0.00852300,0.00832800,0.01022100,0.00959500,0.00667100,0.00763000,0.00002800,0.00002200,0.00003100,0.00011300,0.00002500,0.00007800,0.00009800,0.00007900
