Age,Male,Female,NHWM,NHBM,NHWF,NHBF,HM,HF,Male_SE,Female_SE,NHWM_SE,NHBM_SE,NHWF_SE,NHBF_SE,HM_SE,HF_SE
100,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
101,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
102,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
103,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
104,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
105,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
106,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
107,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
108,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
109,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
110,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
111,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
112,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
113,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
114,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
115,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
116,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
117,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
118,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
119,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
120,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
121,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
122,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
123,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
124,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
125,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
126,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
127,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
128,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
129,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
130,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
131,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
132,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
133,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
134,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
135,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
136,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
137,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
138,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
139,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
140,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
141,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
142,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
143,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
144,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
145,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
146,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
147,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
148,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
149,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
150,0.136991,0.121092,0.142845,0.127290,0.125970,0.112900,0.098503,0.089630,0.000118,0.000080,0.000133,0.000456,0.000090,0.000274,0.000386,0.000275
